"","name","buf_width","area_ha","prop.hs"
"411","1988CLEARINGHOUSE",30,13.3386148365685,0.320101115837684
"412","1987BEARCAT",NA,NA,NA
"413","1987SAINT_CLAIRE",NA,NA,NA
"414","1999JACKASS",NA,NA,NA
"415","1996ROCK",NA,NA,NA
"416","2006RALSTON",30,22.7925726852876,0.250991934431902
"417","2009KNIGHT",30,30.5426298568607,0.383027600282699
"418","1999DIVISION",30,1.11707430831827,0.0674561331989707
"419","2008ZEIGLER",NA,NA,NA
"420","1987WALLOW",NA,NA,NA
"421","1995WUKSACHI",30,0.00471699917787182,0.00349406623746435
"422","2009LION",30,0.140371606660434,0.045873158274988
"423","1999YELLOW",NA,NA,NA
"424","2008FOX",30,3.36755310431165,0.359780719278744
"425","2007SAGE",40,2220.10481139954,0.911294492386073
"426","2009FORKS",40,886.818895450951,0.8792311361885
"427","2002BIRCH",40,757.064967385921,0.878245278220612
"428","1992RUBY",40,1113.22959993415,0.864436166031044
"429","2009TENNANT",NA,NA,NA
"430","1997JACKS",40,1351.46272469006,0.859053357280475
"431","2006SAWMILL",40,1737.04906900706,0.845106659777468
"432","2004DEEP",40,695.478841270107,0.822866842003626
"433","2001STREAM",40,673.597528594847,0.763560202579298
"434","2007GOLDLEDGE",40,802.800401082209,0.782662519626306
"435","2014COFFEE_CMPLX",NA,NA,NA
"436","2008GULCH",NA,NA,NA
"437","2014EL_PORTAL",40,784.701425996982,0.770017190780379
"438","2007ANGORA",40,478.342652329611,0.750270755132117
"439","2004SIMS",NA,NA,NA
"440","2008COLD",40,894.49307359711,0.765230397003863
"441","2009SUGARLOAF",NA,NA,NA
"442","1994PEAK",40,492.946823274757,0.783014493559979
"443","2014LITTLE_DEER",NA,NA,NA
"444","2011MOTOR",40,738.702675704598,0.73566442391419
"445","1999PILOT",40,518.763022384049,0.676450319119753
"446","2002FULLER",40,870.644906268823,0.651085779168276
"447","2012STAFFORD",NA,NA,NA
"448","1987INDIAN",40,1257.04610436594,0.763275422422159
"449","1989RACK",40,335.304432779781,0.576183896832651
"450","2004STRAYLOR",NA,NA,NA
"451","1985RICH_BAR",40,710.316761706957,0.513127075094975
"452","1987HASLOE_CMPLX",40,777.922281573563,0.67512154882413
"453","1999RICHBAR_CMPLX",40,237.293231804251,0.567252835107908
"454","1998TOM",40,369.546207057086,0.645202423165261
"455","2006BOULDER_CMPLX",40,370.030842174256,0.697211078352909
"456","2008TROUGH",NA,NA,NA
"457","1988HERMIT",NA,NA,NA
"458","1987RIPSTEIN",NA,NA,NA
"459","2001BELL",NA,NA,NA
"460","1997CHOKE",40,382.683140859347,0.675569573160745
"461","1987STRAUSE",NA,NA,NA
"462","1994LUCAS4",40,388.915622647079,0.437687087984365
"463","1994SPECIMEN",NA,NA,NA
"464","1987GULCH_SHF",NA,NA,NA
"465","2008RICH",40,587.993754532399,0.737056023243138
"466","1989LAYMAN",40,364.484979338313,0.594689107646396
"467","2001NORTH_FORK",40,282.905233762486,0.573088694841424
"468","1987FRIENDLY",NA,NA,NA
"469","2006BASSETTS",40,166.164226917154,0.593083477947574
"470","1987QUAKING",NA,NA,NA
"471","2009BACKBONE",NA,NA,NA
"472","1987BLAKE",NA,NA,NA
"473","1992RAINBOW",40,492.827742682002,0.566449138516293
"474","1996KAWEAH",40,254.357743632345,0.549523062277735
"475","2006UNCLES",NA,NA,NA
"476","1999HORTON2",40,151.775177778978,0.395124376823239
"477","1988WALKER",40,177.801258889098,0.601574171042284
"478","1994BIG_CREEK",40,301.268452399459,0.53083202626416
"479","1987PEANUT",NA,NA,NA
"480","1985OWENS",40,159.62302947196,0.535019234579844
"481","1987CLAVEY_CMPLX",40,401.217282368747,0.513236256718228
"482","1987CHINA_SHF",NA,NA,NA
"483","2002STANZA",NA,NA,NA
"484","2007CHINA",NA,NA,NA
"485","1991ILL",40,106.455540594841,0.405776773643301
"486","2009CHALK",NA,NA,NA
"487","2006TITUS",NA,NA,NA
"488","1989BALCH",40,266.982066196437,0.438307856070332
"489","1985TRELOAR_CMPLX",NA,NA,NA
"490","2009BIG_MEADOW",40,267.98851751488,0.501879336113576
"491","2008CAREY",NA,NA,NA
"492","2008TELEPHONE",NA,NA,NA
"493","2008NORTHMOUNTAIN",40,79.1391321520311,0.456317469695653
"494","1990STEAMBOAT",40,216.408499680979,0.600384260266239
"495","1987SLATER",NA,NA,NA
"496","2003TUOLUMNE",40,65.9093134883304,0.360573913045957
"497","1999LOOKOUT",40,58.6872470824395,0.457600514989237
"498","1996BOREL",40,60.5754801800209,0.435637949334522
"499","2001HIGHWAY",40,47.681990118386,0.257434296198992
"500","1999SHEEP2",NA,NA,NA
"501","1990KIRCH",40,64.0239480991938,0.355866469568244
"502","1988OBELISK",40,90.2320920463863,0.294962850468042
"503","2008OLIVER",40,44.5838436246298,0.376711809256899
"504","2001SWILLUP2",NA,NA,NA
"505","1987CHINA_KNF",NA,NA,NA
"506","1999PIDGEN",40,64.0435862271412,0.36473361468145
"507","2003LOMA",NA,NA,NA
"508","2006RUSH",NA,NA,NA
"509","2005WOOLEY",NA,NA,NA
"510","1987BEAR",NA,NA,NA
"511","2001MCLAUGHLIN",40,28.2963464315603,0.325807229187204
"512","1999SUGAR",NA,NA,NA
"513","1987KELSEY",NA,NA,NA
"514","1996CASTLE_COMPLEX",40,10.6096242089577,0.206453080237858
"515","1987THOMPSON",NA,NA,NA
"516","2008HIDDEN",40,11.8655084881332,0.15980484328252
"517","1988CLEARINGHOUSE",40,8.4830290481769,0.203576390597952
"518","1987BEARCAT",NA,NA,NA
"519","1987SAINT_CLAIRE",NA,NA,NA
"520","1999JACKASS",NA,NA,NA
"521","1996ROCK",NA,NA,NA
"522","2006RALSTON",40,15.2583289100647,0.168024800982971
"523","2009KNIGHT",40,23.2502836332644,0.291576081944396
"524","1999DIVISION",40,0.19987154065592,0.0120695294563411
"525","2008ZEIGLER",NA,NA,NA
"526","1987WALLOW",NA,NA,NA
"527","1995WUKSACHI",40,NA,NA
"528","2009LION",40,0.0122240783814452,0.00399480418938563
"529","1999YELLOW",NA,NA,NA
"530","2008FOX",40,2.45605538474088,0.262398645407889
"531","2007SAGE",50,2175.62585507675,0.893037053495839
"532","2009FORKS",50,861.891833217071,0.854517353744125
"533","2002BIRCH",50,737.384033345554,0.855414097098064
"534","1992RUBY",50,1078.99198045876,0.837850242951852
"535","2009TENNANT",NA,NA,NA
"536","1997JACKS",50,1307.3025215525,0.830983052365325
"537","2006SAWMILL",50,1680.51632199779,0.817602427545067
"538","2004DEEP",50,667.561355697421,0.789835825347642
"539","2001STREAM",50,638.70813279117,0.72401113507708
"540","2007GOLDLEDGE",50,767.157807741296,0.747914004462873
"541","2014COFFEE_CMPLX",NA,NA,NA
"542","2008GULCH",NA,NA,NA
"543","2014EL_PORTAL",50,747.443197648062,0.73345618123431
"544","2007ANGORA",50,448.655519667401,0.703707089250121
"545","2004SIMS",NA,NA,NA
"546","2008COLD",50,846.530083998019,0.724198511284716
"547","2009SUGARLOAF",NA,NA,NA
"548","1994PEAK",50,469.468310090691,0.745720377354435
"549","2014LITTLE_DEER",NA,NA,NA
"550","2011MOTOR",50,694.118643704915,0.691263764087781
"551","1999PILOT",50,473.470030417577,0.617389712354057
"552","2002FULLER",50,802.131922446287,0.599850391314912
"553","2012STAFFORD",NA,NA,NA
"554","1987INDIAN",50,1191.73173020531,0.72361668886056
