"","name","width","area_ha","prop.hs","q","q.name"
"2420","2009GROUSE",110,3.44551756202089,0.0458485370461704,-0.0105832414734435,"-0.0106"
"2421","2009GROUSE",120,2.11925852703012,0.0282003795766356,-0.0105832414734435,"-0.0106"
"2422","2009GROUSE",130,1.28018098398508,0.0170350097520957,-0.0105832414734435,"-0.0106"
"2423","2009GROUSE",140,0.654870742469242,0.00871418152892647,-0.0105832414734435,"-0.0106"
"2424","2009GROUSE",150,0.275917167238806,0.00367155245506948,-0.0105832414734435,"-0.0106"
"2425","2009GROUSE",160,0.0633491762611645,0.000842969743259945,-0.0105832414734435,"-0.0106"
"2426","2009GROUSE",170,0.000138595394683804,1.84425009398645e-06,-0.0105832414734435,"-0.0106"
"2427","2009GROUSE",180,0,0,-0.0105832414734435,"-0.0106"
"2428","2009HARDEN",0,189.089991415292,1,-0.00769575290019853,"-0.0077"
"2429","2009HARDEN",10,159.648757800733,0.844300412760088,-0.00769575290019853,"-0.0077"
"2430","2009HARDEN",20,133.849313259149,0.707860380432191,-0.00769575290019853,"-0.0077"
"2431","2009HARDEN",30,112.092598822775,0.592800274534836,-0.00769575290019853,"-0.0077"
"2432","2009HARDEN",40,93.8623783184889,0.496389986672229,-0.00769575290019853,"-0.0077"
"2433","2009HARDEN",50,78.4705895931308,0.414990708951847,-0.00769575290019853,"-0.0077"
"2434","2009HARDEN",60,65.9917074890023,0.348996300624218,-0.00769575290019853,"-0.0077"
"2435","2009HARDEN",70,56.1535033691563,0.296967084026294,-0.00769575290019853,"-0.0077"
"2436","2009HARDEN",80,48.0989717019048,0.254370796370002,-0.00769575290019853,"-0.0077"
"2437","2009HARDEN",90,40.8400212119488,0.215981929589563,-0.00769575290019853,"-0.0077"
"2438","2009HARDEN",100,34.1193611115449,0.180439804646295,-0.00769575290019853,"-0.0077"
"2439","2009HARDEN",110,28.011561836541,0.148138786335973,-0.00769575290019853,"-0.0077"
"2440","2009HARDEN",120,22.6842370302013,0.119965297266213,-0.00769575290019853,"-0.0077"
"2441","2009HARDEN",130,17.999943565595,0.0951924712189674,-0.00769575290019853,"-0.0077"
"2442","2009HARDEN",140,14.0874150748183,0.0745011143602972,-0.00769575290019853,"-0.0077"
